"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"hamtabarn-request","hamtabarn-request","hamtabarn-request","","","",0,*,"","","","null {[]} {[]}
","HamtaBarn — Request","Logisk modell för begäran i HamtaBarn
(urn:riv:se.apotekensservice:pris:HamtaBarnResponder:1, HamtaBarnRequestType), inklusive SOAP-huvuden enligt WSDL.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"prisfraga-request","prisfraga-request.klientinformation.modifierExtension","prisfraga-request.klientinformation.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"prisfraga-request","prisfraga-request.klientinformation.anvandare","prisfraga-request.klientinformation.anvandare","","","",1,1,"","","","string {[]} {[]}
","anvandare","Unikt användarid i anropande system.","","","","","","","","","",,,,,"",,,,"prisfraga-request.klientinformation.anvandare",1,1,"",""
"prisfraga-request","prisfraga-request.klientinformation.session","prisfraga-request.klientinformation.session","","","",1,1,"","","","string {[]} {[]}
","session","Sessionens id i anropande system.","","","","","","","","","",,,,,"",,,,"prisfraga-request.klientinformation.session",1,1,"",""
"prisfraga-request","prisfraga-request.klientinformation.system","prisfraga-request.klientinformation.system","","","",1,1,"","","","string {[]} {[]}
","system","GLN-kod för anropande system.","","","","","","","","","",,,,,"",,,,"prisfraga-request.klientinformation.system",1,1,"",""
"prisfraga-request","prisfraga-request.periodStart","prisfraga-request.periodStart","","","",0,1,"","","","dateTime {[]} {[]}
","periodStart","Start av period. Om periodStart anges så avses normalt annan period än innevarande period. Innehållet är en periodstart och kan avse föregående period, innevarande period eller kommande period.","","","","","","","","","",,,,,"",,,,"prisfraga-request.periodStart",0,1,"",""
"prisfraga-request","prisfraga-request.personnummer","prisfraga-request.personnummer","","","",1,1,"","","","string {[]} {[]}
","personnummer","Personnummer för person som prisfrågan gäller. Om personnummer saknas, använd tjänsten AnonymPrisfraga","","","","","","","","","",,,,,"",,,,"prisfraga-request.personnummer",1,1,"",""
"prisfraga-request","prisfraga-request.rader","prisfraga-request.rader","","","",1,*,"","","","BackboneElement {[]} {[]}
","rader","Rader","","","","","","","","","",,,,,"",,,,"prisfraga-request.rader",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"prisfraga-request","prisfraga-request.rader.id","prisfraga-request.rader.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"prisfraga-request","prisfraga-request.rader.extension","prisfraga-request.rader.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"prisfraga-request","prisfraga-request.rader.modifierExtension","prisfraga-request.rader.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"prisfraga-request","prisfraga-request.rader.antal","prisfraga-request.rader.antal","","","",1,1,"","","","integer {[]} {[]}
","antal","Antal förpackningar av vara som expedieras. Vid kreditering sätts detta fält till ett negativt värde. Altenativt kan fälten pris och prisUtbyte sättas till negativa värden.","","","","","","","","","",,,,,"",,,,"prisfraga-request.rader.antal",1,1,"",""
"prisfraga-request","prisfraga-request.rader.formansVal","prisfraga-request.rader.formansVal","","","",1,1,"","","","string {[]} {[]}
","formansVal","Farmacevtens bedömning om vilken förmån som gäller för receptraden. Förmånstyp R, U, F, L kan förekomma.","","","","","","","","","",,,,,"",,,,"prisfraga-request.rader.formansVal",1,1,"",""
"prisfraga-request","prisfraga-request.rader.pris","prisfraga-request.rader.pris","","","",1,1,"","","","decimal {[]} {[]}
","pris","Apoteksaktörs utpris inkl. eventuell moms per förpackning för vara som avses att expedieras.","","","","","","","","","",,,,,"",,,,"prisfraga-request.rader.pris",1,1,"",""
"prisfraga-request","prisfraga-request.rader.prisUtbyte","prisfraga-request.rader.prisUtbyte","","","",0,1,"","","","decimal {[]} {[]}
","prisUtbyte","Apoteksaktörs utpris inkl. eventuell moms för billigare vara som ej expedieras vid möjligt byte inom högkostnadsskyddet. Anges om pristillägg skall gälla, dvs när kund motsätter sig byte och väljer förskriven vara.","","","","","","","","","",,,,,"",,,,"prisfraga-request.rader.prisUtbyte",0,1,"",""
"prisfraga-request","prisfraga-request.rader.radNr","prisfraga-request.rader.radNr","","","",1,1,"","","","integer {[]} {[]}
","radNr","Radnr.","","","","","","","","","",,,,,"",,,,"prisfraga-request.rader.radNr",1,1,"",""
"prisfraga-request","prisfraga-request.transaktionstid","prisfraga-request.transaktionstid","","","",0,1,"","","","dateTime {[]} {[]}
","transaktionstid","Transaktionsdag som priset ska beräknas för. Om värdet inte anges används dagens datum. För att garantera korrekt prisberäkning för en efterföljande transaktionsregistrering skall denna parameter ha samma värde som parametern transTid i RegistreraHkdbTransaktion. Får inte vara mer än ett år och en dag bakåt i tiden, eller två timmar framåt i tiden.","","","","","","","","","",,,,,"",,,,"prisfraga-request.transaktionstid",0,1,"",""
"prisfraga-request","prisfraga-request.ursprungligTransaktionstid","prisfraga-request.ursprungligTransaktionstid","","","",0,1,"","","","dateTime {[]} {[]}
","ursprungligTransaktionstid","Ursprunglig transaktionstidpunkt. Ges vid kreditering. Avser tidpunkten när det ursprungliga köpet gjordes. Används för att avgöra om personen var över eller under 18 år vid köptillfället. Parametern blir obligatorisk i och med att lagen om kostnadsbefrielse för barn under 18 år trätt i kraft. (Refererat element ur PrisfragaResponder_4.1_ext.xsd, namnrymd urn:riv:se.apotekensservice:pris:PrisfragaResponder:4.1.)","","","","","","","","","",,,,,"",,,,"prisfraga-request.ursprungligTransaktionstid",0,1,"",""
"prisfraga","prisfraga","prisfraga","","","",0,*,"","","","null {[]} {[]}
","Prisfraga — Response","Logisk modell för svaret i Prisfraga
(urn:riv:se.apotekensservice:pris:PrisfragaResponder:4, PrisfragaResponseType).","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"prisfraga","prisfraga.bruttoBeloppHogkostnad","prisfraga.bruttoBeloppHogkostnad","","","",0,1,"","","","decimal {[]} {[]}
","bruttoBeloppHogkostnad","Förmånsgrundande bruttobelopp kopplat till högkostnadsskyddet. Bruttobelopp inkl. ev. moms, att tillgodoräkna i högkostnadsskyddet. Gäller förmånskod = R. Vid kreditering blir detta värde negativt.","","","","","","","","","",,,,,"",,,,"prisfraga.bruttoBeloppHogkostnad",0,1,"",""
"prisfraga","prisfraga.bruttoPris","prisfraga.bruttoPris","","","",1,1,"","","","decimal {[]} {[]}
","bruttoPris","Summa apoteksaktörs utpris inkl. ev. moms för receptexpeditionen. Vid kreditering blir detta värde negativt.","","","","","","","","","",,,,,"",,,,"prisfraga.bruttoPris",1,1,"",""
"prisfraga","prisfraga.egenAvgiftHogkostnad","prisfraga.egenAvgiftHogkostnad","","","",0,1,"","","","decimal {[]} {[]}
","egenAvgiftHogkostnad","Summa kundens egenavgift kopplat till högkostnadsskyddet. Egenavgift inkl. ev. moms, att tillgodoräkna i högkostnadsskyddet. Gäller förmånskod = R. Vid kreditering blir detta värde negativt.","","","","","","","","","",,,,,"",,,,"prisfraga.egenAvgiftHogkostnad",0,1,"",""
"prisfraga","prisfraga.egenAvgiftLivsmedel","prisfraga.egenAvgiftLivsmedel","","","",0,1,"","","","decimal {[]} {[]}
","egenAvgiftLivsmedel","Summa kundens egenavgift inkl. moms för livsmedel till barn under 16 år. Gäller förmånskod = L. Max 120 kr. Vid kreditering blir detta värde negativt.","","","","","","","","","",,,,,"",,,,"prisfraga.egenAvgiftLivsmedel",0,1,"",""
"prisfraga","prisfraga.kundKostnad","prisfraga.kundKostnad","","","",1,1,"","","","decimal {[]} {[]}
","kundKostnad","Kostnad kunden skall betala. Egenavgift, pristillägg samt pris inkl. ev . moms för varor utan förmån. Vid kreditering blir detta värde negativt.","","","","","","","","","",,,,,"",,,,"prisfraga.kundKostnad",1,1,"",""
