"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"hamtaapoteksinfo-request","hamtaapoteksinfo-request","hamtaapoteksinfo-request","","","",0,*,"","","","null {[]} {[]}
","HamtaApoteksInfo — Request","Logisk modell för begäran i HamtaApoteksInfo
(urn:riv:se.apotekensservice:expo:HamtaApoteksInfoResponder:1, HamtaApoteksInfoRequestType), inklusive SOAP-huvuden enligt WSDL.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"skapadosmottagare-request","skapadosmottagare-request.argosHeader.hsaID","skapadosmottagare-request.argosHeader.hsaID","","","",0,1,"","","","string {[]} {[]}
","hsaID","hsaID","","","","","","","","","",,,,,"",,,,"skapadosmottagare-request.argosHeader.hsaID",0,1,"",""
"skapadosmottagare-request","skapadosmottagare-request.argosHeader.katalog","skapadosmottagare-request.argosHeader.katalog","","","",0,1,"","","","string {[]} {[]}
","katalog","katalog","","","","","","","","","",,,,,"",,,,"skapadosmottagare-request.argosHeader.katalog",0,1,"",""
"skapadosmottagare-request","skapadosmottagare-request.argosHeader.organisationsnummer","skapadosmottagare-request.argosHeader.organisationsnummer","","","",0,1,"","","","string {[]} {[]}
","organisationsnummer","organisationsnummer","","","","","","","","","",,,,,"",,,,"skapadosmottagare-request.argosHeader.organisationsnummer",0,1,"",""
"skapadosmottagare-request","skapadosmottagare-request.argosHeader.systemnamn","skapadosmottagare-request.argosHeader.systemnamn","","","",0,1,"","","","string {[]} {[]}
","systemnamn","systemnamn","","","","","","","","","",,,,,"",,,,"skapadosmottagare-request.argosHeader.systemnamn",0,1,"",""
"skapadosmottagare-request","skapadosmottagare-request.argosHeader.systemversion","skapadosmottagare-request.argosHeader.systemversion","","","",0,1,"","","","string {[]} {[]}
","systemversion","systemversion","","","","","","","","","",,,,,"",,,,"skapadosmottagare-request.argosHeader.systemversion",0,1,"",""
"skapadosmottagare-request","skapadosmottagare-request.argosHeader.systemIp","skapadosmottagare-request.argosHeader.systemIp","","","",0,1,"","","","string {[]} {[]}
","systemIp","systemIp","","","","","","","","","",,,,,"",,,,"skapadosmottagare-request.argosHeader.systemIp",0,1,"",""
"skapadosmottagare-request","skapadosmottagare-request.adress","skapadosmottagare-request.adress","","","",0,1,"","","","string {[]} {[]}
","adress","Adress till dosmottagare. Obligatorisk om typ = 'D'.","","","","","","","","","",,,,,"",,,,"skapadosmottagare-request.adress",0,1,"",""
"skapadosmottagare-request","skapadosmottagare-request.apoteksIdDosmottagare","skapadosmottagare-request.apoteksIdDosmottagare","","","",0,1,"","","","string {[]} {[]}
","apoteksIdDosmottagare","Apoteks-id för dosmottagare om dosmottagare är av typen apotek.","","","","","","","","","",,,,,"",,,,"skapadosmottagare-request.apoteksIdDosmottagare",0,1,"",""
"skapadosmottagare-request","skapadosmottagare-request.apoteksIdDosproducent","skapadosmottagare-request.apoteksIdDosproducent","","","",1,1,"","","","string {[]} {[]}
","apoteksIdDosproducent","Apoteks-id för dosproducent som dosmottagaren ska registreras på.","","","","","","","","","",,,,,"",,,,"skapadosmottagare-request.apoteksIdDosproducent",1,1,"",""
"skapadosmottagare-request","skapadosmottagare-request.arbetsplatskod","skapadosmottagare-request.arbetsplatskod","","","",0,1,"","","","string {[]} {[]}
","arbetsplatskod","Arbetsplatskod till dosmottagare. Är aktuellt om dosmottagare t ex är en distriktsläkarmottagning.","","","","","","","","","",,,,,"",,,,"skapadosmottagare-request.arbetsplatskod",0,1,"",""
"skapadosmottagare-request","skapadosmottagare-request.avdelning","skapadosmottagare-request.avdelning","","","",0,1,"","","","string {[]} {[]}
","avdelning","Avdelning inom dosmottagare.","","","","","","","","","",,,,,"",,,,"skapadosmottagare-request.avdelning",0,1,"",""
"skapadosmottagare-request","skapadosmottagare-request.dosmottagarId","skapadosmottagare-request.dosmottagarId","","","",1,1,"","","","string {[]} {[]}
","dosmottagarId","Dosmottagarens identitet, dosproducentens identitet för dosmottagaren t ex kundnummer, GLN-kod. Unikt inom dosapoteket.","","","","","","","","","",,,,,"",,,,"skapadosmottagare-request.dosmottagarId",1,1,"",""
"skapadosmottagare-request","skapadosmottagare-request.kommunkod","skapadosmottagare-request.kommunkod","","","",0,1,"","","","string {[]} {[]}
","kommunkod","Kommunkod till vilken dosmottagarens tillhör. Kod enligt SCB.","","","","","","","","","",,,,,"",,,,"skapadosmottagare-request.kommunkod",0,1,"",""
"skapadosmottagare-request","skapadosmottagare-request.lanskod","skapadosmottagare-request.lanskod","","","",0,1,"","","","string {[]} {[]}
","lanskod","Länskod till vilken dosmottagaren tillhör. Kod enligt SCB.","","","","","","","","","",,,,,"",,,,"skapadosmottagare-request.lanskod",0,1,"",""
"skapadosmottagare-request","skapadosmottagare-request.mottagarnamn","skapadosmottagare-request.mottagarnamn","","","",1,1,"","","","string {[]} {[]}
","mottagarnamn","Namn på dosmottagare.","","","","","","","","","",,,,,"",,,,"skapadosmottagare-request.mottagarnamn",1,1,"",""
"skapadosmottagare-request","skapadosmottagare-request.postnummer","skapadosmottagare-request.postnummer","","","",0,1,"","","","string {[]} {[]}
","postnummer","Postnummer till dosmottagare.","","","","","","","","","",,,,,"",,,,"skapadosmottagare-request.postnummer",0,1,"",""
"skapadosmottagare-request","skapadosmottagare-request.postort","skapadosmottagare-request.postort","","","",0,1,"","","","string {[]} {[]}
","postort","Arbetsplatsort till dosmottagare. Obligatorisk om typ = 'D'.","","","","","","","","","",,,,,"",,,,"skapadosmottagare-request.postort",0,1,"",""
"skapadosmottagare-request","skapadosmottagare-request.typ","skapadosmottagare-request.typ","","","",1,1,"","","","string {[]} {[]}
","typ","Typ av dosmottagare, kan antingen vara Apotek (där dospatienterna kan hämta sina dosleveranser) eller direktleverans, t ex vårdboende, distriktssköterska. Giltiga värden: D (direktleverans) eller A (apotek).","","","","","","","","","",,,,,"",,,,"skapadosmottagare-request.typ",1,1,"",""
"skapadosmottagare","skapadosmottagare","skapadosmottagare","","","",0,*,"","","","null {[]} {[]}
","SkapaDosmottagare — Response","Logisk modell för svaret i SkapaDosmottagare
(urn:riv:se.apotekensservice:expo:SkapaDosmottagareResponder:4, SkapaDosmottagareResponseType).","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"skapadosmottagare","skapadosmottagare.adress","skapadosmottagare.adress","","","",0,1,"","","","string {[]} {[]}
","adress","Adress till dosmottagare. Obligatorisk om typ = 'D'.","","","","","","","","","",,,,,"",,,,"skapadosmottagare.adress",0,1,"",""
"skapadosmottagare","skapadosmottagare.apoteksIdDosmottagare","skapadosmottagare.apoteksIdDosmottagare","","","",0,1,"","","","string {[]} {[]}
","apoteksIdDosmottagare","Apoteks-id för dosmottagare om dosmottagare är av typen apotek.","","","","","","","","","",,,,,"",,,,"skapadosmottagare.apoteksIdDosmottagare",0,1,"",""
"skapadosmottagare","skapadosmottagare.arbetsplatskod","skapadosmottagare.arbetsplatskod","","","",0,1,"","","","string {[]} {[]}
","arbetsplatskod","Arbetsplatskod till dosmottagare. Är aktuellt om dosmottagare t ex är en distriktsläkarmottagning.","","","","","","","","","",,,,,"",,,,"skapadosmottagare.arbetsplatskod",0,1,"",""
"skapadosmottagare","skapadosmottagare.avdelning","skapadosmottagare.avdelning","","","",0,1,"","","","string {[]} {[]}
","avdelning","Avdelning inom dosmottagare.","","","","","","","","","",,,,,"",,,,"skapadosmottagare.avdelning",0,1,"",""
"skapadosmottagare","skapadosmottagare.dosmottagarId","skapadosmottagare.dosmottagarId","","","",1,1,"","","","string {[]} {[]}
","dosmottagarId","Dosmottagarens identitet, dosproducentens identitet för dosmottagaren t ex kundnummer, GLN-kod. Unikt inom dosapoteket.","","","","","","","","","",,,,,"",,,,"skapadosmottagare.dosmottagarId",1,1,"",""
"skapadosmottagare","skapadosmottagare.kommunkod","skapadosmottagare.kommunkod","","","",0,1,"","","","string {[]} {[]}
","kommunkod","Kommunkod till vilken dosmottagarens tillhör. Kod enligt SCB.","","","","","","","","","",,,,,"",,,,"skapadosmottagare.kommunkod",0,1,"",""
"skapadosmottagare","skapadosmottagare.lanskod","skapadosmottagare.lanskod","","","",0,1,"","","","string {[]} {[]}
","lanskod","Länskod till vilken dosmottagaren tillhör. Kod enligt SCB.","","","","","","","","","",,,,,"",,,,"skapadosmottagare.lanskod",0,1,"",""
"skapadosmottagare","skapadosmottagare.mottagarnamn","skapadosmottagare.mottagarnamn","","","",1,1,"","","","string {[]} {[]}
","mottagarnamn","Namn på dosmottagare.","","","","","","","","","",,,,,"",,,,"skapadosmottagare.mottagarnamn",1,1,"",""
"skapadosmottagare","skapadosmottagare.postnummer","skapadosmottagare.postnummer","","","",0,1,"","","","string {[]} {[]}
","postnummer","Postnummer till dosmottagare.","","","","","","","","","",,,,,"",,,,"skapadosmottagare.postnummer",0,1,"",""
"skapadosmottagare","skapadosmottagare.postort","skapadosmottagare.postort","","","",0,1,"","","","string {[]} {[]}
","postort","Arbetsplatsort till dosmottagare. Obligatorisk om typ = 'D'.","","","","","","","","","",,,,,"",,,,"skapadosmottagare.postort",0,1,"",""
"skapadosmottagare","skapadosmottagare.typ","skapadosmottagare.typ","","","",1,1,"","","","string {[]} {[]}
","typ","Typ av dosmottagare, kan antingen vara Apotek (där dospatienterna kan hämta sina dosleveranser) eller direktleverans, t ex vårdboende, distriktssköterska. Giltiga värden: D (direktleverans) eller A (apotek).","","","","","","","","","",,,,,"",,,,"skapadosmottagare.typ",1,1,"",""
"sokdosmottagare-request","sokdosmottagare-request","sokdosmottagare-request","","","",0,*,"","","","null {[]} {[]}
","SokDosmottagare — Request","Logisk modell för begäran i SokDosmottagare
(urn:riv:se.apotekensservice:expo:SokDosmottagareResponder:1, SokDosmottagareRequestType), inklusive SOAP-huvuden enligt WSDL.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"sokdosmottagare-request","sokdosmottagare-request.logicalAddress","sokdosmottagare-request.logicalAddress","","","",1,1,"","","","string {[]} {[]}
","logicalAddress","SOAP-huvud LogicalAddress. Orgnr of Apotekens Service AB","","","","","","","","","",,,,,"",,,,"sokdosmottagare-request.logicalAddress",1,1,"",""
"sokdosmottagare-request","sokdosmottagare-request.argosHeader","sokdosmottagare-request.argosHeader","","","",1,1,"","","","BackboneElement {[]} {[]}
","argosHeader","SOAP-huvud ArgosHeader. Argos header of Apotekens Service AB. Check documentation regarding mandatory fields for this specific service interaction","","","","","","","","","",,,,,"",,,,"sokdosmottagare-request.argosHeader",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"sokdosmottagare-request","sokdosmottagare-request.argosHeader.id","sokdosmottagare-request.argosHeader.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"sokdosmottagare-request","sokdosmottagare-request.argosHeader.extension","sokdosmottagare-request.argosHeader.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"sokdosmottagare-request","sokdosmottagare-request.argosHeader.modifierExtension","sokdosmottagare-request.argosHeader.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
